crop_id,scientific_name,soil_ph_absolute_max,soil_ph_absolute_min,soil_ph_optimal_max,soil_ph_optimal_max,rainfall_annual_optimal_max
4040,Calendula officinalis,8.3,4.5,7.0,7.0,800.0
4177,Capsicum baccatum var. pendulum,7.8,5.3,6.5,6.5,1250.0
4178,Capsicum chinense,7.0,5.3,6.5,6.5,1250.0
4183,Capsicum pubescens,7.3,5.5,6.5,6.5,1250.0
4567,Cinnamomum burmannii,7.0,5.0,6.0,6.0,2500.0
4568,Cinnamomum cassia,7.0,4.5,5.5,5.5,1500.0
4570,Cinnamomum loureirii,8.0,4.5,6.4,6.4,3000.0
4700,Cnicus benedictus,7.5,5.5,7.0,7.0,800.0
4962,Crocus sativus,7.8,5.5,7.0,7.0,900.0
5043,Cuminum cyminum,8.3,4.5,6.5,6.5,1800.0
6467,Glycyrrhiza glabra,8.2,5.5,7.5,7.5,1000.0
6468,Glycyrrhiza lepidota,8.5,5.5,7.5,7.5,500.0
6852,Hyssopus officinalis,8.5,5.5,7.5,7.5,1000.0
7172,Lavandula angustifolia,8.3,5.8,7.5,7.5,1000.0
7258,Lesquerella fendleri,8.3,5.6,8.0,8.0,1100.0
7542,Majorana hortensis,8.7,4.9,7.0,7.0,1000.0
7707,Mentha pulegium,8.3,5.0,7.5,7.5,800.0
7745,Michelia champaca,6.0,4.0,5.5,5.5,4000.0
7846,Murraya koenigii,7.0,5.0,6.5,6.5,1800.0
7895,Myroxylon balsamum,8.0,5.0,6.5,6.5,2700.0
7896,Myroxylon balsamum var. perei.,8.0,5.0,7.5,7.5,2600.0
7900,Myrtus communis,8.0,5.5,7.0,7.0,800.0
7987,Nigella sativa,8.0,6.0,7.3,7.3,800.0
8037,Ocimum tenuiflorum,9.0,5.0,7.5,7.5,3000.0
8120,Origanum onites,8.0,6.5,7.5,7.5,1000.0
8594,Pimenta racemosa,7.0,4.5,6.0,6.0,2000.0
8595,Pimpinella anisum,7.3,6.0,7.0,7.0,1300.0
8642,Pinus mugo,8.5,4.5,7.5,7.5,800.0
8690,Pistacia lentiscus,8.5,6.0,8.0,8.0,800.0
8944,Prosopis africana,7.5,5.0,7.0,7.0,500.0
9185,Rauvolfia serpentina,7.5,5.0,7.0,7.0,3500.0
9297,Robinia pseudoacacia,8.2,4.5,6.5,6.5,700.0
9326,Rosmarinus officinalis,8.7,4.5,7.5,7.5,1400.0
9421,Ruta graveolens var. bracteosa,8.5,6.0,7.5,7.5,1500.0
9516,Salvia sclarea,7.5,5.5,7.0,7.0,1700.0
9535,Sanguisorba minor,8.2,6.0,7.5,7.5,800.0
9582,Satureja hortensis,8.2,5.5,7.0,7.0,800.0
9584,Satureja montana,7.5,6.0,7.0,7.0,1400.0
9856,Solanum ferox,7.5,4.5,7.0,7.0,2000.0
10081,Sterculia urens,7.8,5.5,7.0,7.0,1250.0
10084,Stevia rebaudiana,7.5,4.0,6.5,6.5,1400.0
10373,Tetrapleura tetraptera,7.0,4.0,6.5,6.5,3000.0
10386,Thaumatococcus daniellii,7.0,4.3,5.0,5.0,2300.0
10432,Thymus serpyllum,7.8,4.5,6.0,6.0,900.0
10473,Trachyspermum ammi,8.0,6.0,7.5,7.5,1000.0
12347,Angelica atropurpurea,8.0,5.5,7.5,7.5,1300.0
18352,Ruta graveolens,8.5,6.0,7.5,7.5,1500.0
248815,Zanthoxylum chalybeum,7.5,5.0,7.0,7.0,1400.0
291,Abelmoschus moschatus,8.0,5.0,7.0,7.0,1400.0
297,Acacia farnesiana,8.0,4.3,7.0,7.0,1400.0
349,Albizia lebbeck,8.5,5.5,7.0,7.0,2000.0
379,Alstonia scholaris,7.5,4.5,6.5,6.5,3000.0
634,Cassia alata,8.0,4.3,6.5,6.5,2500.0
646,Casuarina equisetifolia,8.5,4.0,6.5,6.5,3500.0
652,Catharanthus roseus,7.5,5.5,7.0,7.0,1200.0
656,Cedrela odorata,8.0,5.5,7.0,7.0,2500.0
697,Cinchona pubescens,6.5,4.5,6.0,6.0,3500.0
699,Cinnamomum camphora,8.0,4.3,7.0,7.0,1500.0
801,Crotalaria juncea,8.4,5.0,7.0,7.0,1500.0
848,Cynodon dactylon,8.4,4.3,7.0,7.0,1750.0
880,Delonix regia,7.5,4.5,6.5,6.5,1500.0
952,Dodonaea viscosa,8.5,4.5,7.5,7.5,1200.0
1012,Erythrina variegata,7.5,4.5,7.0,7.0,2500.0
1017,Eucalyptus camaldulensis,8.0,4.5,7.0,7.0,1000.0
1023,Eucalyptus robusta,7.5,5.5,6.5,6.5,2000.0
1104,Flemingia macrophylla,8.0,4.0,7.0,7.0,2200.0
1146,Gliricidia sepium,8.0,4.5,6.2,6.2,2300.0
1191,Helianthus annuus,8.0,5.5,7.5,7.5,1000.0
1205,Heritiera littoralis,7.0,5.0,6.5,6.5,2500.0
1263,Intsia bijuga,7.0,5.0,6.5,6.5,3000.0
1297,Jatropha curcas,8.0,5.0,7.5,7.5,1500.0
1334,Lawsonia inermis,8.0,4.3,7.0,7.0,1500.0
1430,Melaleuca leucadendron,8.5,5.5,7.0,7.0,1400.0
1431,Melaleuca quinquenervia,7.0,4.5,6.5,6.5,3400.0
1433,Melaleuca symphyocarpa,6.5,4.5,6.0,6.0,1200.0
1524,Nauclea diderrichii,7.5,4.5,6.5,6.5,3500.0
1710,Piper betle,6.8,4.3,5.6,5.6,3700.0
1713,Piper methysticum,7.0,5.0,6.5,6.5,4000.0
1781,Pongamia pinnata,9.0,6.0,8.5,8.5,2000.0
1848,Rhizophora mangle,7.5,6.5,7.2,7.2,2500.0
1849,Rhizophora mucronata,7.5,6.5,7.2,7.2,2500.0
2023,Swietenia mahogani,8.0,5.5,7.0,7.0,2000.0
2052,Tecoma stans,9.0,5.5,8.5,8.5,700.0
2054,Tectona grandis,8.5,4.5,7.5,7.5,3000.0
2059,Tephrosia vogelii,7.0,4.5,6.5,6.5,1500.0
2368,Origanum majorana,8.7,4.9,7.0,7.0,1000.0
2412,Salvia officinalis,8.3,4.2,6.5,6.5,1000.0
2526,Indigofera hirsuta,8.0,4.5,6.5,6.5,1700.0
2582,Acacia ataxacantha,7.5,5.5,7.0,7.0,1300.0
2593,Acacia catechu,7.0,4.5,6.0,6.0,2100.0
2639,Acacia karroo,9.0,4.5,8.5,8.5,1300.0
2667,Acacia nilotica,9.0,5.0,8.0,8.0,1200.0
2737,Acanthus mollis,6.5,5.5,7.0,7.0,800.0
2829,Adonis vernalis,8.0,6.5,7.5,7.5,750.0
2877,Afzelia africana,7.0,5.0,6.5,6.5,1800.0
2943,Ailanthus altissima,8.0,4.0,7.0,7.0,600.0
2944,Ailanthus excelsa,7.0,4.5,6.0,6.0,1900.0
3031,Aloe arborescens,7.0,4.2,6.5,6.5,1500.0
3032,Aloe barbadensis,8.0,6.0,7.5,7.5,3000.0
3039,Aloe perryi,7.5,6.0,7.0,7.0,700.0
3254,Anthemis nobilis,8.0,5.5,7.0,7.0,1000.0
3259,Anthocephalus macrophyllus,7.0,5.0,6.5,6.5,4000.0
3260,Anthocleista nobilis,7.0,5.0,6.5,6.5,2000.0
3265,Anthriscus cerefolium,8.2,5.5,7.0,7.0,1100.0
3270,Anthyllis vulneraria,8.0,5.0,7.5,7.5,900.0
3385,Arnica montana,7.5,5.0,7.0,7.0,800.0
3391,Artemisia afra,7.0,5.0,6.0,6.0,750.0
3392,Artemisia annua,8.5,5.5,8.0,8.0,1300.0
3466,Asclepias tuberosa,7.5,4.5,7.0,7.0,800.0
3504,Astragalus gummifer,8.5,6.5,8.0,8.0,450.0
3581,Azadirachta indica,7.5,5.0,7.0,7.0,1200.0
3635,Baphia nitida,7.0,4.5,5.5,5.5,2400.0
3750,Boesenbergia rotunda,7.5,5.5,7.0,7.0,3000.0
3783,Boswellia serrata,7.4,5.0,6.5,6.5,1500.0
3837,Brachystegia spiciformis,7.5,5.0,7.0,7.0,1100.0
3986,Butea monosperma,7.5,5.5,7.0,7.0,3000.0
4004,Caesalpinia coriaria,8.7,4.5,7.5,7.5,2000.0
4023,Calamus caesius,8.0,5.0,7.0,7.0,3200.0
4033,Calamus peregrinus,5.0,3.6,4.5,4.5,2200.0
4074,Calophyllum brasiliense,7.5,4.5,7.0,7.0,6000.0
4076,Calophyllum peekelii,7.0,4.5,6.5,6.5,3000.0
4079,Calotropis procera,7.5,5.0,7.0,7.0,400.0
4127,Cannabis sativa ssp. indica,8.2,4.5,7.0,7.0,1200.0
4198,Carapa guianensis,7.5,5.0,7.0,7.0,4000.0
4238,Carpinus betulus,8.0,4.0,7.0,7.0,1000.0
4434,Ceriops decandra,7.5,6.5,7.2,7.2,3500.0
4510,Chlorophora excelsa,7.5,4.5,6.5,6.5,1800.0
4548,Chukrasia velutina,7.0,5.0,6.5,6.5,3000.0
4563,Cinchona calisaya,6.5,4.5,6.0,6.0,3000.0
4565,Cinchona officinalis,7.0,4.8,6.3,6.3,3500.0
4730,Cochlospermum religiosum,8.0,5.0,6.5,6.5,1500.0
4759,Colchicum autumnale,7.5,4.5,6.5,6.5,1000.0
4780,Combretum aculeatum,7.5,5.5,7.0,7.0,700.0
4782,Combretum micranthum,7.5,5.5,7.0,7.0,1300.0
4816,Conocarpus erectus,7.5,5.0,7.0,7.0,2500.0
5250,Derris indica,7.5,5.5,7.0,7.0,800.0
5320,Digitalis lanata,8.0,6.0,7.5,7.5,650.0
5322,Digitalis purpurea,8.3,4.5,6.5,6.5,1100.0
5374,Dioscorea composita,7.3,5.8,6.5,6.5,1500.0
5498,Dipterocarpus alatus,7.0,4.5,6.5,6.5,4500.0
5499,Dipterocarpus costatus,6.5,4.5,6.0,6.0,3500.0
5500,Dipterocarpus gracilis,6.5,4.5,6.0,6.0,3000.0
5502,Dipterocarpus macrocarpus,6.0,4.5,5.5,5.5,3500.0
5523,Dodonaea viscosa ssp. angustifolia,8.5,5.5,7.5,7.5,800.0
5571,Duboisia myoporoides,7.0,4.5,6.5,6.5,2000.0
5701,Entada abyssinica,7.5,4.5,7.0,7.0,1500.0
5738,Eragrostis lehmanniana,9.0,6.0,8.5,8.5,500.0
5803,Erythrina abyssinica,6.5,3.5,5.5,5.5,2000.0
5842,Eucalyptus citriodora,7.5,5.0,6.5,6.5,1500.0
5861,Eucalyptus globulus ssp. globulus,7.5,5.0,6.5,6.5,1500.0
5996,Eugenia suborbiculare,6.5,4.5,6.0,6.0,1600.0
6077,Fagraea fragrans,6.5,4.5,6.0,6.0,3000.0
6113,Fibraurea tinctoria,9.0,6.0,8.0,8.0,1000.0
6266,Frangula alnus,7.0,4.5,6.0,6.0,900.0
6271,Fraxinus excelsior,8.5,6.0,8.0,8.0,1000.0
6493,Gossypium herbaceum,8.5,5.3,7.2,7.2,1250.0
6558,Guaiacum officinale,8.0,4.5,7.5,7.5,2000.0
6559,Guaiacum sanctum,8.0,4.5,7.5,7.5,1500.0
6597,Hagenia abyssinica,8.5,5.5,7.5,7.5,1600.0
6623,Harungana madagascariensis,7.5,5.0,6.5,6.5,2500.0
6784,Hydnocarpus kurzii,5.5,4.0,5.0,5.0,6500.0
6869,Ilex paraguariensis,8.0,5.8,7.0,7.0,2000.0
6882,Indigofera arrecta,6.5,4.5,6.0,6.0,2200.0
6983,Jacaranda mimosifolia,8.5,6.0,7.5,7.5,1400.0
7032,Juniperus procera,8.5,6.0,7.5,7.5,1000.0
7037,Justicia adhatoda,7.8,5.5,7.5,7.5,1700.0
7058,Khaya senegalensis,7.5,4.5,6.0,6.0,1300.0
7098,Laguncularia racemosa,7.5,4.5,7.0,7.0,2500.0
7149,Larix decidua,7.8,4.0,7.5,7.5,1100.0
7174,Lavandula dentata,7.5,6.0,7.0,7.0,1000.0
7175,Lavandula intermedia,7.5,5.8,7.0,7.0,1000.0
7177,Lavandula latifolia,7.5,5.8,7.0,7.0,1100.0
7336,Linum usitatissimum,7.0,5.5,6.5,6.5,800.0
7343,Liquidambar styraciflua,8.5,4.5,7.0,7.0,1500.0
7410,Lotus corniculatus,8.2,4.5,7.0,7.0,1000.0
7533,Maesopsis eminii,7.5,4.5,7.0,7.0,2500.0
7548,Mallotus philippensis,7.5,4.5,6.7,6.7,2500.0
7670,Melaleuca cajuputi,6.5,4.5,6.0,6.0,1600.0
7681,Melia azedarach,7.5,5.5,7.0,7.0,1000.0
7682,Melia azedarach var. australasica,6.5,4.5,6.0,6.0,1000.0
7691,Melilotus officinalis,8.5,5.0,7.0,7.0,800.0
7770,Mimosa pigra,7.5,5.0,7.0,7.0,1500.0
7898,Myrsine africana,6.5,4.5,5.5,5.5,800.0
8059,Olea capensis,7.5,5.0,7.0,7.0,1200.0
8227,Panax ginseng,7.5,5.0,7.0,7.0,1300.0
8230,Panax quinquefolium,7.0,5.5,6.5,6.5,1100.0
8292,Papaver bracteatum,8.3,5.5,7.0,7.0,900.0
8390,Paulownia tomentosa,8.0,4.5,7.0,7.0,1600.0
8410,Peltophorum pterocarpum,7.3,4.3,6.5,6.5,1800.0
8473,Petalostigma pubescens,8.0,4.5,7.0,7.0,1000.0
8571,Picea abies,5.5,3.7,5.0,5.0,700.0
8658,Pinus sylvestris,8.0,4.5,7.5,7.5,1000.0
8744,Platanus orientalis,10.0,3.0,8.5,8.5,1400.0
8866,Populus euphratica,9.9,4.5,7.0,7.0,300.0
8947,Prosopis cineraria,9.8,5.5,8.5,8.5,800.0
9041,Pterocarpus angolensis,7.5,5.0,7.0,7.0,1500.0
9043,Pterocarpus erinaceus,6.5,4.5,5.5,5.5,1600.0
9049,Pterocarpus santalinus,6.5,4.5,5.5,5.5,1900.0
9702,Serenoa repens,7.5,5.0,7.0,7.0,1200.0
9979,Soymida febrifuga,7.8,4.5,6.5,6.5,1300.0
9984,Spartium junceum,8.2,4.5,7.0,7.0,900.0
10144,Stylosanthes erecta,7.1,4.5,6.0,6.0,1900.0
10321,Terminalia arjuna,7.0,5.0,6.0,6.0,1500.0
10327,Terminalia chebula,7.5,5.0,6.5,6.5,1700.0
10446,Tilia cordata,8.0,6.0,7.5,7.5,700.0
10525,Trifolium arvense,7.0,6.0,6.8,6.8,900.0
10663,Uncaria gambir,8.0,5.5,7.0,7.0,2400.0
10741,Vateria indica,6.9,4.5,6.0,6.0,3000.0
10746,Ventilago viminalis,8.0,5.0,7.5,7.5,600.0
10870,Vitex agnus-castus,8.0,6.0,7.5,7.5,900.0
10885,Vitex parviflora,7.0,5.0,6.5,6.5,1500.0
10920,Withania somnifera,8.5,6.5,8.0,8.0,750.0
10954,Xylocarpus granatum,7.5,6.5,7.2,7.2,3000.0
10955,Xylocarpus mekongensis,7.5,5.5,7.0,7.0,4000.0
10956,Xylocarpus moluccensis,7.5,6.0,7.0,7.0,5000.0
11641,Prunus africana,7.0,5.0,6.5,6.5,1400.0
11776,Acacia abyssinica,7.5,5.0,7.0,7.0,1200.0
11848,Acacia dudgeoni,7.5,5.0,7.0,7.0,1000.0
12184,Albizia amara,8.0,4.5,7.0,7.0,1000.0
12200,Alisma plantago-aquatica,7.5,4.5,7.0,7.0,1500.0
12393,Apocynum cannabinum,8.0,4.5,7.0,7.0,1200.0
14047,Erythroxylum coca,8.0,4.3,6.5,6.5,2100.0
14054,Eucalyptus globulus,7.5,5.0,6.5,6.5,1400.0
15820,Peltophorum africanum,7.5,5.0,7.0,7.0,2500.0
15851,Petasites hybridus,8.5,4.5,7.0,7.0,1000.0
16100,Populus deltoides,8.0,4.5,6.5,6.5,2500.0
17162,Taxodium distichum,8.5,4.5,7.0,7.0,1400.0
17405,Valeriana officinalis,7.5,5.0,7.0,7.0,800.0
17657,Eusideroxylon zwageri,6.5,4.5,6.0,6.0,4000.0
28399,Phytolacca dioica,7.5,5.0,7.0,7.0,1500.0
33121,Rhigozum trichotomum,8.0,5.0,7.0,7.0,300.0
38279,Faurea saligna,7.5,5.0,7.0,7.0,1000.0
42707,Baikiaea plurijuga,6.5,4.5,5.5,5.5,1000.0
42760,Bolusanthus speciosus,8.5,6.0,8.0,8.0,650.0
44088,Dalbergia melanoxylon,7.5,5.0,7.0,7.0,1200.0
45195,Ekebergia capensis,7.5,5.0,7.0,7.0,2000.0
45598,Sapium ellipticum,7.0,4.5,6.5,6.5,2000.0
74962,Chamaecrista nictitans,7.0,4.5,6.5,6.5,1600.0
77301,Alnus maritima,8.1,6.1,7.5,7.5,2000.0
77795,Euonymus japonicus,6.5,4.5,6.0,6.0,1300.0
83552,Pausinystalia yohimbe,7.5,5.0,7.0,7.0,4000.0
148275,Echinacea purpurea,8.0,5.5,7.5,7.5,800.0
197937,Alphitonia excelsa,8.0,4.5,7.0,7.0,1250.0
198891,Aquilegia canadensis,8.5,5.0,8.0,8.0,1200.0
199708,Asclepias lanceolata,7.5,4.5,7.0,7.0,1400.0
199890,Aster cordifolius var. cordifolius,8.0,5.5,7.5,7.5,1200.0
218100,Khaya anthotheca,7.5,4.5,7.0,7.0,1600.0
230348,Rhodiola rosea,7.0,5.0,6.5,6.5,800.0
238780,Eurycoma longifolia,6.0,4.0,5.5,5.5,4000.0
248814,Markhamia lutea,7.5,4.0,7.0,7.0,2000.0
248817,Eucalyptus piperita,7.0,5.0,6.5,6.5,1500.0
305323,Populus ciliata,7.5,5.0,7.0,7.0,3000.0
305324,Ocotea usambarensis,6.5,5.0,6.0,6.0,1800.0
305325,Polyscias fulva,7.0,4.5,6.5,6.5,2000.0
355150,Pycnanthus angolensis,7.0,4.0,6.0,6.0,1800.0
355151,Schima wallichii,7.0,4.5,6.5,6.5,3000.0
355154,Terminalia brownii,7.5,5.0,7.0,7.0,1300.0
355155,Terminalia mantaly,7.5,5.0,7.0,7.0,1200.0
372263,Trifolium burchellianum,7.0,5.0,6.5,6.5,2000.0
